project,test,flakylens_predicted,real_error_category,exception_type
undertow-io-undertow,io.undertow.server.security.SpnegoAuthenticationTestCase#testSpnegoSuccess,Not Flaky,Unclear,java.security.PrivilegedActionException:
undertow-io-undertow,io.undertow.server.security.DigestAuthentication2069TestCase#testDigestSuccess,Not Flaky,Unclear,java.lang.AssertionError
undertow-io-undertow,io.undertow.server.security.DigestAuthentication2069TestCase#testNonceReUse,Not Flaky,Unclear,java.lang.AssertionError
undertow-io-undertow,io.undertow.server.handlers.proxy.LoadBalancingProxyTestCase#testLoadSharedWithServerShutdown,Not Flaky,Unclear,java.lang.AssertionError
wildfly-wildfly,org.wildfly.iiop.openjdk.IIOPSubsystemTransformersTestCase#testRejectTransformersEAP_7_0_0,Not Flaky,Async Wait,java.lang.RuntimeException
wildfly-wildfly,org.wildfly.iiop.openjdk.IIOPSubsystemTransformersTestCase#testTransformersEAP_7_0_0,Not Flaky,Async Wait,java.lang.RuntimeException
wildfly-wildfly,org.jboss.as.naming.subsystem.NamingSubsystemTestCase#testRejectionsEAP6,Not Flaky,Async Wait,java.lang.RuntimeException
wildfly-wildfly,org.jboss.as.naming.subsystem.NamingSubsystemTestCase#testRejectionsEAP7,Not Flaky,Async Wait,java.lang.RuntimeException
wildfly-wildfly,org.jboss.as.txn.subsystem.TransactionSubsystemTestCase#testRejectTransformersEAP640,Not Flaky,Async Wait,java.lang.RuntimeException
wildfly-wildfly,org.jboss.as.txn.subsystem.TransactionSubsystemTestCase#testRejectTransformersEAP700,Not Flaky,Async Wait,java.lang.RuntimeException
wildfly-wildfly,org.jboss.as.txn.subsystem.TransactionSubsystemTestCase#testRejectTransformersEAP710,Not Flaky,Async Wait,java.lang.RuntimeException
wildfly-wildfly,org.jboss.as.txn.subsystem.TransactionSubsystemTestCase#testTransformersFullEAP640,Not Flaky,Async Wait,java.lang.RuntimeException
wildfly-wildfly,org.jboss.as.txn.subsystem.TransactionSubsystemTestCase#testTransformersFullEAP700,Not Flaky,Async Wait,java.lang.RuntimeException
wildfly-wildfly,org.jboss.as.txn.subsystem.TransactionSubsystemTestCase#testTransformersFullEAP710,Not Flaky,Async Wait,java.lang.RuntimeException
wildfly-wildfly,org.jboss.as.clustering.infinispan.subsystem.InfinispanTransformersTestCase#testTransformerEAP640,Not Flaky,Async Wait,java.lang.RuntimeException
wildfly-wildfly,org.jboss.as.clustering.infinispan.subsystem.InfinispanTransformersTestCase#testTransformerEAP700,Not Flaky,Async Wait,java.lang.RuntimeException
wildfly-wildfly,org.jboss.as.clustering.infinispan.subsystem.InfinispanTransformersTestCase#testTransformerEAP710,Not Flaky,Async Wait,java.lang.RuntimeException
wildfly-wildfly,org.jboss.as.messaging.test.MessagingSubsystem30TestCase#testRejectExpressionsEAP_6_4_0,Not Flaky,Async Wait,java.lang.RuntimeException
wildfly-wildfly,org.jboss.as.messaging.test.MessagingSubsystem30TestCase#testTransformersEAP_6_4_0,Not Flaky,Async Wait,java.lang.RuntimeException
wildfly-wildfly,org.jboss.as.test.smoke.jms.JMSBridgeTest#sendAndReceiveMessage,Not Flaky,Async Wait,java.lang.AssertionError
wildfly-wildfly,org.jboss.as.test.smoke.jms.SendToQueueIgnoreJTATest#sendIgnoreJTA,Not Flaky,Async Wait,javax.ejb.EJBException
wildfly-wildfly,org.jboss.as.test.smoke.jms.SendToQueueIgnoreJTATest#sendAndRollbackInJTA,Not Flaky,Async Wait,java.lang.AssertionError
wildfly-wildfly,org.jboss.as.test.smoke.jms.SendToJMSQueueTest#sendAndReceiveMessage,Not Flaky,Async Wait,java.lang.AssertionError
wildfly-wildfly,org.jboss.as.test.integration.jsp.JspTagTestCase#test,Not Flaky,Async Wait,java.util.concurrent.TimeoutException
wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor#shouldFailWhenInvalidSassCssIsProcessed,Not Flaky,Unclear,java.lang.RuntimeException
wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor#shouldTestFromFolder,Not Flaky,Unclear,ro.isdc.wro.WroRuntimeException
wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor#shouldBeThreadSafe,Not Flaky,Async Wait,java.util.concurrent.ExecutionException
wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor#shouldSucceedAfterAFailure,Not Flaky,Unclear,ro.isdc.wro.WroRuntimeException
wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor#executeMultipleTimesDoesntThrowOutOfMemoryException,Not Flaky,Unclear,ro.isdc.wro.WroRuntimeException
wro4j-wro4j,ro.isdc.wro.extensions.processor.support.sass.TestRubySassEngine#shouldProcessValidCss,Not Flaky,Unclear,ro.isdc.wro.WroRuntimeException
wro4j-wro4j,ro.isdc.wro.extensions.processor.support.sass.TestRubySassEngine#shouldProcessValidSass,Not Flaky,Unclear,ro.isdc.wro.WroRuntimeException
wro4j-wro4j,ro.isdc.wro.extensions.processor.support.sass.TestRubySassEngine#cannotProcessInvalidCss,Not Flaky,Unclear,java.lang.Exception
wro4j-wro4j,ro.isdc.wro.extensions.processor.TestBourbonCssProcessor#shouldBeThreadSafe,Not Flaky,Async Wait,java.util.concurrent.ExecutionException
wro4j-wro4j,ro.isdc.wro.maven.plugin.TestWro4jMojo#shouldBeFasterWhenRunningProcessingInParallel,Not Flaky,Unclear,java.lang.AssertionError
wro4j-wro4j,ro.isdc.wro.util.concurrent.TestTaskExecutor#shouldBeFasterWhenRunningMultipleSlowTasks,Not Flaky,Async Wait,java.lang.AssertionError
wro4j-wro4j,ro.isdc.wro.util.concurrent.TestTaskExecutor#shouldHaveMinimalOverheadWhenRunningASingleTask,Not Flaky,Async Wait,java.lang.AssertionError
wro4j-wro4j,ro.isdc.wro.model.group.processor.TestPreProcessorExecutor#preProcessingInParallelIsFaster,Not Flaky,Async Wait,java.lang.AssertionError
wro4j-wro4j,ro.isdc.wro.cache.support.TestDefaultSynchronizedCacheStrategyDecorator#shouldCheckOnlyAfterTimeout,Not Flaky,Concurrency,org.mockito.exceptions.verification.TooManyActualInvocations
wro4j-wro4j,ro.isdc.wro.model.resource.locator.support.TestDispatcherStreamLocator#canLocateValidResource,Not Flaky,Unclear,java.net.UnknownHostException
wro4j-wro4j,ro.isdc.wro.model.resource.locator.TestUrlUriLocator#testValidUrl,Not Flaky,Unclear,java.net.UnknownHostException
zxing-zxing,com.google.zxing.aztec.encoder.EncoderTest#testAztecWriter,Not Flaky,Unclear,com.google.zxing.FormatException:
zxing-zxing,com.google.zxing.pdf417.decoder.ec.ErrorCorrectionTestCase#testTooManyErrors,Not Flaky,Unclear,java.lang.AssertionError
