project,test,match_status,exception_type,category,message
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testGetClusters,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testGetClustersWithFilters,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testGetServices,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testGetServicesWithFilters,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testGetServiceComponents,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testGetServiceComponentsWithFilters,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testGetServiceComponentHosts,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testGetServiceComponentHostsWithFilters,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testGetHosts,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testServiceUpdateBasic,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testServiceUpdateInvalidRequest,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testServiceUpdateInvalidUpdates,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testServiceUpdateRecursive,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testServiceComponentUpdateRecursive,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testServiceComponentHostUpdateRecursive,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testStartClientComponent,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testStartClientHostComponent,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testGetRequestAndTaskStatus,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testGetActions,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testCreateActions,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testCreateAndGetUsers,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest#testGetUsers,matched (65 report(s) available),com.google.inject.ProvisionException,Other (ProvisionException),"Guice provision errors:  1) Error injecting constructor, java.net.UnknownHostException: ip-172-31-55-102: ip-172-31-55-102: Temporary failure in name resolution   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.<init>(AmbariManagementControllerImpl.java:134)   at org.apache.ambari.server.controller.AmbariManagementControllerImpl.class(AmbariManagementControllerImpl.java:88)   while locating org.apache.ambari.server.controller.AmbariManagementControllerImpl   while locating "
